id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_id,player_of_match,umpire1,umpire2,umpire3,,,
532,IPL-2015,Pune,18-04-2015,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,0,AD Russell,SD Fry,CK Nandan,,,,
533,IPL-2015,Ahmedabad,19-04-2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,8,0,AM Rahane,AK Chaudhary,M Erasmus,,,,
534,IPL-2015,Bangalore,19-04-2015,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,18,0,0,Harbhajan Singh,RK Illingworth,VA Kulkarni,,,,
535,IPL-2015,Delhi,20-04-2015,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,0,UT Yadav,SD Fry,CB Gaffaney,,,,
536,IPL-2015,Ahmedabad,21-04-2015,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,0,Kings XI Punjab,0,0,0,SE Marsh,M Erasmus,S Ravi,,,,
537,IPL-2015,Visakhapatnam,22-04-2015,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Sunrisers Hyderabad,16,0,0,DA Warner,RK Illingworth,VA Kulkarni,,,,
538,IPL-2015,Bangalore,22-04-2015,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,27,0,0,SK Raina,JD Cloete,C Shamshuddin,,,,
539,IPL-2015,Delhi,23-04-2015,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Daredevils,37,0,0,SS Iyer,SD Fry,CK Nandan,,,,
540,IPL-2015,Ahmedabad,24-04-2015,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,0,MA Starc,M Erasmus,S Ravi,,,,
541,IPL-2015,Mumbai,25-04-2015,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,20,0,0,SL Malinga,HDPK Dharmasena,CB Gaffaney,,,,
542,IPL-2015,Chennai,25-04-2015,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,97,0,0,BB McCullum,JD Cloete,C Shamshuddin,,,,
543,IPL-2015,Delhi,26-04-2015,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,0,VR Aaron,M Erasmus,S Ravi,,,,
544,IPL-2015,Chandigarh,27-04-2015,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,20,0,0,TA Boult,HDPK Dharmasena,CB Gaffaney,,,,
545,IPL-2015,Kolkata,2015-07-05,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,13,0,0,PP Chawla,AK Chaudhary,M Erasmus,,,,
546,IPL-2015,Bangalore,29-04-2015,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,0,,0,0,0,,JD Cloete,PG Pathak,,,,
547,IPL-2015,Chennai,28-04-2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,2,0,0,DJ Bravo,RM Deshpande,VA Kulkarni,,,,
548,IPL-2015,Delhi,2015-01-05,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,9,0,NM Coulter-Nile,RK Illingworth,S Ravi,,,,
549,IPL-2015,Mumbai,2015-01-05,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,8,0,0,AT Rayudu,HDPK Dharmasena,CK Nandan,,,,
550,IPL-2015,Bangalore,2015-02-05,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,0,Mandeep Singh,JD Cloete,PG Pathak,,,,
551,IPL-2015,Hyderabad,2015-02-05,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Sunrisers Hyderabad,22,0,0,DA Warner,AK Chaudhary,K Srinivasan,,,,
552,IPL-2015,Chandigarh,2015-03-05,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Mumbai Indians,23,0,0,LMP Simmons,RK Illingworth,VA Kulkarni,,,,
553,IPL-2015,Mumbai,2015-03-05,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,14,0,0,AM Rahane,HDPK Dharmasena,CB Gaffaney,,,,
554,IPL-2015,Chennai,2015-04-05,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24,0,0,SK Raina,C Shamshuddin,K Srinath,,,,
555,IPL-2015,Kolkata,2015-04-05,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,35,0,0,UT Yadav,AK Chaudhary,M Erasmus,,,,
556,IPL-2015,Mumbai,2015-05-05,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Mumbai Indians,0,5,0,Harbhajan Singh,HDPK Dharmasena,CB Gaffaney,,,,
557,IPL-2015,Bangalore,2015-06-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,138,0,0,CH Gayle,RK Illingworth,VA Kulkarni,,,,
558,IPL-2015,Mumbai,2015-07-05,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,7,0,0,EJG Morgan,JD Cloete,C Shamshuddin,,,,
559,IPL-2015,Chennai,2015-08-05,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Mumbai Indians,0,6,0,HH Pandya,CB Gaffaney,CK Nandan,,,,
560,IPL-2015,Kolkata,2015-09-05,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0,1,0,AD Russell,AK Chaudhary,HDPK Dharmasena,,,,
561,IPL-2015,Raipur,2015-09-05,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,6,0,0,MC Henriques,VA Kulkarni,S Ravi,,,,
562,IPL-2015,Mumbai,2015-10-05,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,39,0,0,AB de Villiers,JD Cloete,C Shamshuddin,,,,
563,IPL-2015,Chennai,2015-10-05,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,12,0,0,RA Jadeja,M Erasmus,CK Nandan,,,,
564,IPL-2015,Hyderabad,2015-11-05,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,5,0,0,DA Warner,AK Chaudhary,HDPK Dharmasena,,,,
565,IPL-2015,Raipur,2015-12-05,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0,6,0,Z Khan,RK Illingworth,VA Kulkarni,,,,
566,IPL-2015,Chandigarh,13-05-2015,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,22,0,0,AR Patel,JD Cloete,C Shamshuddin,,,,
567,IPL-2015,Mumbai,14-05-2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,5,0,0,HH Pandya,RK Illingworth,VA Kulkarni,,,,
568,IPL-2015,Hyderabad,15-05-2015,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,1,Royal Challengers Bangalore,0,6,0,V Kohli,AK Chaudhary,HDPK Dharmasena,,,,
569,IPL-2015,Chandigarh,16-05-2015,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Chennai Super Kings,0,7,0,P Negi,CK Nandan,C Shamshuddin,,,,
570,IPL-2015,Mumbai,16-05-2015,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,9,0,0,SR Watson,RM Deshpande,RK Illingworth,,,,
571,IPL-2015,Bangalore,17-05-2015,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,no result,0,,0,0,0,,HDPK Dharmasena,K Srinivasan,,,,
572,IPL-2015,Hyderabad,17-05-2015,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,9,0,MJ McClenaghan,CB Gaffaney,K Srinath,,,,
573,IPL-2015,Mumbai,19-05-2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,25,0,0,KA Pollard,HDPK Dharmasena,RK Illingworth,,,,
574,IPL-2015,Pune,20-05-2015,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,71,0,0,AB de Villiers,AK Chaudhary,C Shamshuddin,,,,
575,IPL-2015,Ranchi,22-05-2015,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,3,0,A Nehra,AK Chaudhary,CB Gaffaney,,,,
576,IPL-2015,Kolkata,24-05-2015,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,41,0,0,RG Sharma,HDPK Dharmasena,RK Illingworth,,,,
577,IPL-2016,Mumbai,2016-09-04,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,normal,0,Rising Pune Supergiants,0,9,0,AM Rahane,HDPK Dharmasena,CK Nandan,,,,
578,IPL-2016,Kolkata,2016-10-04,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,0,AD Russell,S Ravi,C Shamshuddin,,,,
579,IPL-2016,Chandigarh,2016-11-04,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,5,0,AJ Finch,AK Chaudhary,VA Kulkarni,,,,
580,IPL-2016,Bangalore,2016-12-04,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,45,0,0,AB de Villiers,HDPK Dharmasena,VK Sharma,,,,
581,IPL-2016,Kolkata,13-04-2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,0,RG Sharma,Nitin Menon,S Ravi,,,,
582,IPL-2016,Rajkot,14-04-2016,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,bat,normal,0,Gujarat Lions,0,7,0,AJ Finch,VA Kulkarni,CK Nandan,,,,
583,IPL-2016,Delhi,15-04-2016,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,0,A Mishra,S Ravi,C Shamshuddin,,,,
584,IPL-2016,Hyderabad,16-04-2016,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,8,0,G Gambhir,AK Chaudhary,CK Nandan,,,,
585,IPL-2016,Mumbai,16-04-2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,3,0,AJ Finch,HDPK Dharmasena,VK Sharma,,,,
586,IPL-2016,Chandigarh,17-04-2016,Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,bat,normal,0,Kings XI Punjab,0,6,0,M Vohra,S Ravi,C Shamshuddin,,,,
587,IPL-2016,Bangalore,17-04-2016,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,0,Q de Kock,VA Kulkarni,A Nand Kishore,,,,
588,IPL-2016,Hyderabad,18-04-2016,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,0,DA Warner,HDPK Dharmasena,VK Sharma,,,,
589,IPL-2016,Chandigarh,19-04-2016,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,0,RV Uthappa,S Ravi,C Shamshuddin,,,,
590,IPL-2016,Mumbai,20-04-2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,0,RG Sharma,AK Chaudhary,CK Nandan,,,,
591,IPL-2016,Rajkot,21-04-2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,10,0,B Kumar,K Bharatan,HDPK Dharmasena,,,,
592,IPL-2016,Pune,22-04-2016,Royal Challengers Bangalore,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,0,Royal Challengers Bangalore,13,0,0,AB de Villiers,CB Gaffaney,VK Sharma,,,,
593,IPL-2016,Delhi,23-04-2016,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Daredevils,10,0,0,SV Samson,S Ravi,C Shamshuddin,,,,
594,IPL-2016,Hyderabad,23-04-2016,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,0,Mustafizur Rahman,AK Chaudhary,CK Nandan,,,,
595,IPL-2016,Rajkot,24-04-2016,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,normal,0,Gujarat Lions,0,6,0,V Kohli,K Bharatan,BNJ Oxenford,,,,
596,IPL-2016,Pune,24-04-2016,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,2,0,SA Yadav,CB Gaffaney,A Nand Kishore,,,,
597,IPL-2016,Chandigarh,25-04-2016,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,25,0,0,PA Patel,Nitin Menon,RJ Tucker,,,,
598,IPL-2016,Hyderabad,26-04-2016,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,1,Rising Pune Supergiants,34,0,0,AB Dinda,AY Dandekar,CK Nandan,,,,
599,IPL-2016,Delhi,27-04-2016,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Gujarat Lions,1,0,0,CH Morris,M Erasmus,S Ravi,,,,
600,IPL-2016,Mumbai,28-04-2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,0,RG Sharma,Nitin Menon,RJ Tucker,,,,
601,IPL-2016,Pune,29-04-2016,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,3,0,DR Smith,CB Gaffaney,BNJ Oxenford,,,,
602,IPL-2016,Delhi,30-04-2016,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Daredevils,27,0,0,CR Brathwaite,KN Ananthapadmanabhan,M Erasmus,,,,
603,IPL-2016,Hyderabad,30-04-2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,15,0,0,DA Warner,AK Chaudhary,HDPK Dharmasena,,,,
604,IPL-2016,Rajkot,2016-01-05,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Kings XI Punjab,23,0,0,AR Patel,BNJ Oxenford,VK Sharma,,,,
605,IPL-2016,Pune,2016-01-05,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,0,RG Sharma,AY Dandekar,RJ Tucker,,,,
606,IPL-2016,Bangalore,2016-02-05,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,0,AD Russell,M Erasmus,S Ravi,,,,
607,IPL-2016,Rajkot,2016-03-05,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,0,RR Pant,CB Gaffaney,BNJ Oxenford,,,,
608,IPL-2016,Kolkata,2016-04-05,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,7,0,0,AD Russell,AK Chaudhary,HDPK Dharmasena,,,,
609,IPL-2016,Delhi,2016-05-05,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,0,Rising Pune Supergiants,0,7,0,AM Rahane,C Shamshuddin,RJ Tucker,,,,
610,IPL-2016,Hyderabad,2016-06-05,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,0,B Kumar,M Erasmus,S Ravi,,,,
611,IPL-2016,Bangalore,2016-07-05,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,0,V Kohli,CB Gaffaney,BNJ Oxenford,,,,
612,IPL-2016,Chandigarh,2016-07-05,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,9,0,0,MP Stoinis,HDPK Dharmasena,CK Nandan,,,,
613,IPL-2016,Visakhapatnam,2016-08-05,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,85,0,0,A Nehra,S Ravi,C Shamshuddin,,,,
614,IPL-2016,Kolkata,2016-08-05,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,5,0,P Kumar,M Erasmus,RJ Tucker,,,,
615,IPL-2016,Chandigarh,2016-09-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,1,0,0,SR Watson,AK Chaudhary,HDPK Dharmasena,,,,
616,IPL-2016,Visakhapatnam,2016-10-05,Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,4,0,0,A Zampa,CB Gaffaney,VK Sharma,,,,
617,IPL-2016,Bangalore,2016-11-05,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,0,KH Pandya,AY Dandekar,C Shamshuddin,,,,
618,IPL-2016,Hyderabad,2016-12-05,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,0,CH Morris,K Bharatan,M Erasmus,,,,
619,IPL-2016,Visakhapatnam,13-05-2016,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,7,0,MP Stoinis,HDPK Dharmasena,CK Nandan,,,,
620,IPL-2016,Bangalore,14-05-2016,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,144,0,0,AB de Villiers,AY Dandekar,VK Sharma,,,,
621,IPL-2016,Kolkata,14-05-2016,Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,bat,normal,1,Kolkata Knight Riders,0,8,0,YK Pathan,A Nand Kishore,BNJ Oxenford,,,,
622,IPL-2016,Chandigarh,15-05-2016,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0,7,0,HM Amla,KN Ananthapadmanabhan,M Erasmus,,,,
623,IPL-2016,Visakhapatnam,15-05-2016,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,80,0,0,KH Pandya,Nitin Menon,CK Nandan,,,,
624,IPL-2016,Kolkata,16-05-2016,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,0,V Kohli,CB Gaffaney,A Nand Kishore,,,,
625,IPL-2016,Visakhapatnam,17-05-2016,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,1,Rising Pune Supergiants,19,0,0,AB Dinda,Nitin Menon,C Shamshuddin,,,,
626,IPL-2016,Bangalore,18-05-2016,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,1,Royal Challengers Bangalore,82,0,0,V Kohli,KN Ananthapadmanabhan,M Erasmus,,,,
627,IPL-2016,Kanpur,19-05-2016,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,0,DR Smith,AK Chaudhary,CK Nandan,,,,
628,IPL-2016,Raipur,20-05-2016,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,0,KK Nair,A Nand Kishore,BNJ Oxenford,,,,
629,IPL-2016,Visakhapatnam,21-05-2016,Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,bat,normal,0,Rising Pune Supergiants,0,4,0,MS Dhoni,HDPK Dharmasena,Nitin Menon,,,,
630,IPL-2016,Kanpur,21-05-2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,0,SK Raina,AK Chaudhary,CK Nandan,,,,
631,IPL-2016,Kolkata,22-05-2016,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,22,0,0,YK Pathan,KN Ananthapadmanabhan,M Erasmus,,,,
632,IPL-2016,Raipur,22-05-2016,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,0,V Kohli,A Nand Kishore,BNJ Oxenford,,,,
633,IPL-2016,Bangalore,24-05-2016,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,0,AB de Villiers,AK Chaudhary,HDPK Dharmasena,,,,
634,IPL-2016,Delhi,25-05-2016,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,22,0,0,MC Henriques,M Erasmus,C Shamshuddin,,,,
635,IPL-2016,Delhi,27-05-2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,4,0,DA Warner,M Erasmus,CK Nandan,,,,
636,IPL-2016,Bangalore,29-05-2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,8,0,0,BCJ Cutting,HDPK Dharmasena,BNJ Oxenford,,,,
7894,IPL-2018,Mumbai,2018-07-04,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,1,0,DJ Bravo,Chris Gaffaney,A Nanda Kishore,Anil Chaudhary,,,
7895,IPL-2018,Mohali,2018-08-04,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,0,KL Rahul,Rod Tucker,K Ananthapadmanabhan,Nitin Menon,,,
7896,IPL-2018,Kolkata,2018-08-04,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,0,SP Narine,C Shamshuddin,A.D Deshmukh,S Ravi,,,
7897,IPL-2018,Hyderabad,2018-09-04,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,0,S Dhawan,Nigel Llong,Vineet Kulkarni,O Nandan,,,
7898,IPL-2018,Chennai,2018-10-04,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,0,SW Billings,Anil Chaudhary,Chris Gaffaney,A Nanda Kishore,,,
7899,IPL-2018,Jaipur,2018-11-04,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,1,Rajasthan Royals,10,0,0,SV Samson,K Ananthapadmanabhan,Rod Tucker,Nitin Menon,,,
7900,IPL-2018,Hyderabad,2018-12-04,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,1,0,Rashid Khan,O Nandan,Nigel Llong,Vineet Kulkarni,,,
7901,IPL-2018,Bengaluru,13-04-2018,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,0,UT Yadav,S Ravi,A.D Deshmukh,C Shamshuddin,,,
7902,IPL-2018,Mumbai,14-04-2018,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,0,JJ Roy,K Ananthapadmanabhan,Nitin Menon,Rod Tucker,,,
7903,IPL-2018,Kolkata,14-04-2018,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,0,B Stanlake,A Nanda Kishore,Anil Chaudhary,Chris Gaffaney,,,
7904,IPL-2018,Bengaluru,15-04-2018,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,19,0,0,SV Samson,C Shamshuddin,S Ravi,A.D Deshmukh,,,
7905,IPL-2018,Mohali,15-04-2018,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,4,0,0,CH Gayle,Vineet Kulkarni,O Nandan,Nigel Llong,,,
7906,IPL-2018,Kolkata,16-04-2018,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kolkata Knight Riders,71,0,0,N Rana,Anil Chaudhary,A Nanda Kishore,Chris Gaffaney,,,
7907,IPL-2018,Mumbai,17-04-2018,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,46,0,0,RG Sharma,Rod Tucker,Nitin Menon,K Ananthapadmanabhan,,,
7908,IPL-2018,Jaipur,18-04-2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,0,N Rana,S Ravi,A.D Deshmukh,C Shamshuddin,,,
7909,IPL-2018,Mohali,19-04-2018,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Kings XI Punjab,15,0,0,CH Gayle,Nigel Llong,Anil Chaudhary,Vineet Kulkarni,,,
7910,IPL-2018,Pune,20-04-2018,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,64,0,0,SR Watson,Nitin Menon,K Ananthapadmanabhan,Rod Tucker,,,
7911,IPL-2018,Kolkata,21-04-2018,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,1,Kings XI Punjab,0,9,0,KL Rahul,C Shamshuddin,A.D Deshmukh,S Ravi,,,
7912,IPL-2018,Bengaluru,21-04-2018,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,0,AB de Villiers,Chris Gaffaney,O Nandan,A Nanda Kishore,,,
7913,IPL-2018,Hyderabad,22-04-2018,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,4,0,0,AT Rayudu,Anil Chaudhary,Vineet Kulkarni,Nigel Llong,,,
7914,IPL-2018,Jaipur,22-04-2018,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,3,0,J Archer,Rod Tucker,K Ananthapadmanabhan,Nitin Menon,,,
7915,IPL-2018,Delhi,23-04-2018,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,4,0,0,AS Rajpoot,O Nandan,A Nanda Kishore,Chris Gaffaney,,,
